Volume conc (microl/l) 1,Volume conc (microl/l) 2,Volume conc (microl/l) 3,Volume conc (microl/l) 4,Volume conc (microl/l) 5,Volume conc (microl/l) 6,Volume conc (microl/l) 7,Volume conc (microl/l) 8,Volume conc (microl/l) 9,Volume conc (microl/l) 10,Volume conc (microl/l) 11,Volume conc (microl/l) 12,Volume conc (microl/l) 13,Volume conc (microl/l) 14,Volume conc (microl/l) 15,Volume conc (microl/l) 16,Volume conc (microl/l) 17,Volume conc (microl/l) 18,Volume conc (microl/l) 19,Volume conc (microl/l) 20,Volume conc (microl/l) 21,Volume conc (microl/l) 22,Volume conc (microl/l) 23,Volume conc (microl/l) 24,Volume conc (microl/l) 25,Volume conc (microl/l) 26,Volume conc (microl/l) 27,Volume conc (microl/l) 28,Volume conc (microl/l) 29,Volume conc (microl/l) 30,Volume conc (microl/l) 31,Volume conc (microl/l) 32,Volume conc (microl/l) 33,Volume conc (microl/l) 34,Volume conc (microl/l) 35,Volume conc (microl/l) 36,TVC_recal,Laser transmission Sensor [mW],Supply voltage in calibrated units [V],External Auxiliary input 1 in calibrated units [mW],Laser Reference sensor in calibrated units [mW],Depth in calibrated units [m],Temperature in calibrated units [C],year,Month,day,hour,minute,second,DATE,TIME,DATE  & Time (format gps),External Auxiliary input 2 in calibrated units [mW],Sauter Mean Diameter [?],Total Volume Concentration [ppm],Relative Humidity [%],Accelerometer X [counts],Accelerometer Y [counts],Accelerometer Z [counts],Raw pressure (most sign bit),Raw pressure (least sign 16 bits),Ambient light (counts),Not used,Computed optical transmission over path,Beam-attenuation (c) [m-1].,Current Time,Latitude_ship,Longitude_ship,Speed over Ground,GPSfix,Row Labels,Average of Salinity,Average of Temperature_C,Average of Turbidity_NTU,Average of Depth_m,Average of Chlorohyll_ug_L,Time,VPR lat,VPR long,VPR depth,majoraxis,minoraxis,angle,devz,linename,datetime,waterniveau LAT,waterniveau LAT smooth,Sonarscope LAT correction,Lisst_depth_m_LAT,inverted Depth in calibrated units [m],D10,D50,D75-D25,D75/D25,D90,D90-D10,D90/D10,Krumbein(Qd),PSD_slope,"TVC_(0.0, 3.0]","TVC_(20.0, 200.0]","TVC_(200.0, 420.0]","TVC_(3.0, 20.0]",Trask(So),kurtosis_geom_um,mean_geom_um,mode_1,mode_2,mode_3,skewness_geom_um,sorting_geom_um
0,0,0,0.00141883,0.00936371,0.0267476,0.0318556,0.0484216,0.10488,0.210945,0.263372,0.273583,0.289082,0.339546,0.4054,0.507168,0.58612,0.700611,0.734913,0.798627,0.864914,0.96001,1.11717,1.2874,1.28729,1.25324,1.21752,1.21389,1.26285,1.37185,1.55144,1.80245,2.03773,2.01721,1.48486,0.682603,26.74448134,1.01983,10.82,0.0768,1.07218,4.4,15.811,2020,10,5,8,3,11,10/5/2020,8:03:11 AM,10/05/2020 8:03:11,6.5535,97.8637,26.7445,57,2334,2898,3073,0,23806,4,0,0.918466,3.40202,8:03:11 AM,51.29236167,2.6317,,DGPS,08:03:11,34592.0,15.83024,3.672,4.116,2.07,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:11,0.5514799301919652,0.567197092425017,,-3.832802907574983,-4.4,17.05782428442872,101.72089862216221,179.9611848323539,5.4462086931495275,310.34910714566394,293.29128286123523,18.193944431058945,2.4452522660400393,3.325728289507175,0.037530140000000003,15.621725,8.024853,3.0603732,0.4285020070826606,2.59899223812183,92.86729101354425,273.0,61.2,,-0.6245604294251769,3.0451598625997374
0,0,0,0.00135466,0.0091375,0.0268877,0.0328591,0.050795,0.110278,0.221677,0.275398,0.284109,0.30047,0.356271,0.431383,0.545812,0.631971,0.751909,0.780316,0.84125,0.903816,1.00439,1.18023,1.38221,1.40086,1.36762,1.31266,1.27635,1.28743,1.36271,1.50649,1.70312,1.83347,1.6715,1.09352,0.453492,26.39174596,1.01836,10.81,0.0768,1.07218,4.63,15.812,2020,10,5,8,3,12,10/5/2020,8:03:12 AM,10/05/2020 8:03:12,6.5535,94.1323,26.3918,57,2354,2889,3066,0,23842,4,0,0.917143,3.4597,8:03:12 AM,51.29233667,2.631685,,DGPS,08:03:12,34591.72,15.83244,4.368,4.4,2.128,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:12,0.5513054101221571,0.5670224484521623,,-4.062977551547838,-4.63,16.263954758024603,88.63369365815541,160.53331281570644,5.285459131692475,289.6965839025301,273.4326291445055,17.812185794454106,2.40202879956354,3.3700256272749174,0.03737986,16.358241,6.755102,3.2410231,0.4349693348305944,2.565528361848661,84.82800784031184,273.0,72.2,,-0.5593780110904913,2.9954444703679304
0,0,0,0.0014405,0.00942262,0.0271426,0.0328532,0.0504149,0.108875,0.217812,0.269966,0.277896,0.292568,0.345115,0.417166,0.530363,0.620223,0.745056,0.781951,0.846513,0.913303,1.00916,1.17091,1.3488,1.34719,1.30589,1.25916,1.23752,1.26057,1.34283,1.4976,1.71614,1.88273,1.7632,1.19078,0.514811,26.33537182,1.02057,10.81,0.0768,1.07218,4.76,15.813,2020,10,5,8,3,13,10/5/2020,8:03:13 AM,10/05/2020 8:03:13,6.5535,87.1696,26.3354,57,2360,2840,3054,0,23863,4,0,0.919128,3.37321,8:03:13 AM,51.292315,2.63166667,,DGPS,08:03:13,34591.64,15.83296,3.192,4.632,1.034,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:13,0.551130890052349,0.5668478059727867,,-4.193152194027213,-4.76,16.527509989043974,91.12545941960583,166.5005183300747,5.406033567184016,296.07290736427507,279.5453973752311,17.91394514724485,2.434570469893246,3.359097271832956,0.03800572,16.066453,7.067661,3.1632521000000002,0.43009127363992755,2.5554951917976183,86.62308449019388,273.0,61.2,,-0.5642953603639425,3.0147545303512158
0,0,0,0.00148819,0.00949174,0.0267685,0.0320655,0.0486482,0.103475,0.203837,0.250124,0.254482,0.263941,0.304706,0.359442,0.449757,0.523722,0.639429,0.695072,0.791516,0.898214,1.06264,1.33341,1.63481,1.67407,1.59184,1.45523,1.34361,1.31286,1.39353,1.58324,1.85133,2.05587,1.94787,1.32927,0.580876,28.006635129999996,1.02645,10.82,0.0768,1.07218,4.97,15.814,2020,10,5,8,3,14,10/5/2020,8:03:14 AM,10/05/2020 8:03:14,6.5535,97.0839,28.0066,57,2348,2820,3093,0,23895,4,0,0.924421,3.14349,8:03:14 AM,51.292295,2.63164167,,DGPS,08:03:14,34591.8,15.83228,3.544,4.728,1.36,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:14,0.550956369982541,0.56667316498395,,-4.40332683501605,-4.97,19.013113687617412,94.10499051084815,164.38002964729344,4.705678907721432,299.59823573806125,280.58512205044383,15.757452496230497,2.2344028815392307,3.3087997211644895,0.03774843,17.409471,7.765216,2.7941997,0.4609871876965639,2.812847101954624,92.39199720160022,273.0,72.2,,-0.633632563041626,2.893268384324448
0,0,0,0.00161349,0.0102847,0.0289179,0.0343427,0.051269,0.10806,0.210624,0.254992,0.256957,0.265223,0.306093,0.364152,0.462676,0.545431,0.667682,0.720138,0.808431,0.903747,1.06595,1.34875,1.71559,1.85979,1.88864,1.82863,1.74096,1.68501,1.71306,1.85207,2.09964,2.29512,2.1313,1.41269,0.622084,31.259917790000003,1.01689,10.82,0.0768,1.07148,5.24,15.814,2020,10,5,8,3,15,10/5/2020,8:03:15 AM,10/05/2020 8:03:15,6.5535,103.647,31.2599,57,2342,2818,3138,0,23937,4,0,0.91642,3.4912,8:03:15 AM,51.29227667,2.63161667,,DGPS,08:03:15,34592.0,15.83328,1.504,4.924,1.956,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:15,0.550781849912733,0.5664985254824131,,-4.673501474517587,-5.24,20.316422741484182,100.26952307677865,158.60372528670663,4.292360974925745,296.7983711795299,276.4819484380457,14.60879087603824,2.101771407603463,3.281700106902329,0.04081609,19.798448,8.560834,2.8598197,0.4826717501501901,3.018226330513579,96.06910997035547,273.0,85.2,,-0.714677777710578,2.813925734156368
0,0,0,0.0016743,0.010681,0.029987,0.0353807,0.0521607,0.109488,0.213103,0.25847,0.263993,0.276598,0.325605,0.393197,0.499393,0.583103,0.705685,0.754504,0.840376,0.932738,1.07441,1.31076,1.59094,1.65783,1.63491,1.5504,1.45881,1.40446,1.41486,1.48543,1.61052,1.67534,1.4905,0.962902,0.417802,27.0260107,1.01836,10.81,0.0768,1.07359,5.43,15.813,2020,10,5,8,3,16,10/5/2020,8:03:16 AM,10/05/2020 8:03:16,6.5535,92.2414,27.026,57,2380,2815,3131,0,23968,4,0,0.915941,3.51215,8:03:16 AM,51.292255,2.631595,,DGPS,08:03:16,34591.44,15.833,4.776,5.164,2.4,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:16,0.550607329842925,0.566323887464645,,-4.863676112535355,-5.43,17.401545793364544,84.83855820323517,142.29040289053557,4.557509914507008,278.3406638416146,260.93911804825007,15.995168885958963,2.188245794738252,3.368739924921673,0.0423423,17.816113,6.157064,3.0104914,0.4684208188571446,2.772709760009361,83.78441024287751,273.0,72.2,,-0.5762022462652846,2.8685423230169724
0,0,0,0.00160893,0.0103062,0.0285446,0.0330405,0.0480288,0.0997936,0.191327,0.22778,0.22756,0.233401,0.267318,0.31349,0.385805,0.437479,0.516065,0.538546,0.590572,0.64444,0.745761,0.934109,1.20771,1.37311,1.50262,1.59193,1.6632,1.76205,1.95315,2.29094,2.82525,3.38861,3.3747,2.18293,0.846756,32.43793163,1.02057,10.82,0.0768,1.07288,5.55,15.813,2020,10,5,8,3,17,10/5/2020,8:03:17 AM,10/05/2020 8:03:17,6.5535,123.834,32.4379,57,2380,2783,3142,0,23986,4,0,0.918525,3.39945,8:03:17 AM,51.29223333,2.63157667,,DGPS,08:03:17,34591.92,15.83208,3.296,5.444,1.804,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:17,0.5504328097731169,0.5661492509268303,,-4.983850749073169,-5.55,24.272446941612877,147.78582012821624,186.01613103399313,3.8872630468747698,320.498378130741,296.2259311891281,13.204205529903787,1.958754736589229,3.1969202835805186,0.04045973,17.314203,12.618246,2.4650229,0.5071985871058274,3.624560237274782,122.21725253386954,273.0,7.11,,-1.0668310158300036,2.7923211470473324
0,0,0,0.0018957,0.0116296,0.0307123,0.0341219,0.0474589,0.0961631,0.180445,0.213502,0.214705,0.222019,0.255114,0.30034,0.370289,0.422099,0.500483,0.526323,0.58078,0.638289,0.738748,0.91359,1.12662,1.18775,1.18381,1.15377,1.15636,1.24328,1.46464,1.85839,2.41313,2.85919,2.64086,1.60865,0.634792,26.8299495,1.03306,10.79,0.0768,1.07218,5.7,15.814,2020,10,5,8,3,18,10/5/2020,8:03:18 AM,10/05/2020 8:03:18,6.5535,121.84,26.83,57,2379,2776,3179,0,24010,4,0,0.930377,2.88662,8:03:18 AM,51.29221333,2.63156,,DGPS,08:03:18,34592.24,15.8328,2.96,5.568,1.466,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:18,0.5502582897033089,0.5659746158648762,,-5.134025384135124,-5.7,21.103333154426355,141.0194613849291,189.63784999993248,4.441789371097662,314.89413974916886,293.7908065947425,14.92153573299964,2.1511409821515377,3.263009137949656,0.0442376,14.272833,10.156622,2.3562569,0.4744833963727448,3.234855300770367,113.19797345890281,273.0,72.2,,-0.949590435725362,2.914224681899811
0,0,0,0.00183277,0.0110832,0.0297483,0.0342167,0.0492322,0.101093,0.192846,0.232762,0.236996,0.246745,0.284664,0.334739,0.41498,0.478458,0.575929,0.617069,0.690089,0.769006,0.896444,1.1115,1.37194,1.44788,1.44223,1.38515,1.32302,1.29604,1.33573,1.45494,1.63456,1.74034,1.57756,1.05767,0.489324,24.865817170000003,1.02792,10.81,0.0768,1.07148,5.69,15.812,2020,10,5,8,3,19,10/5/2020,8:03:19 AM,10/05/2020 8:03:19,6.5535,93.9565,24.8658,57,2373,2811,3095,0,24008,4,0,0.926353,3.06001,8:03:19 AM,51.29219333,2.63154167,,DGPS,08:03:19,34592.33333,15.833,2.8,5.677777778,1.25,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:19,0.5500837696335009,0.5657999822744197,,-5.124200017725581,-5.69,18.159420130110792,94.70800899823112,156.6310946643539,4.557967711617398,292.5790366771999,274.4196165470891,16.11169489889515,2.1883907046702458,3.3410283421269367,0.04266427,15.716967,6.499454,2.6067318999999998,0.46839729443839834,2.8765524223971144,90.5851942378962,273.0,72.2,,-0.6682650677482048,2.8995355386382875
0,0,0,0.00172383,0.0108968,0.0298101,0.0341728,0.0491807,0.101583,0.193317,0.227816,0.22437,0.226452,0.254931,0.297013,0.371881,0.437503,0.54081,0.594374,0.676638,0.767196,0.910051,1.1563,1.47566,1.60414,1.62495,1.55426,1.4579,1.41327,1.48471,1.70245,2.06671,2.34909,2.1427,1.29858,0.512229,27.79266823,1.02571,10.82,0.0768,1.07077,5.77,15.811,2020,10,5,8,3,20,10/5/2020,8:03:20 AM,10/05/2020 8:03:20,6.5535,111.783,27.7927,57,2375,2778,3128,0,24020,4,0,0.924974,3.1196,8:03:20 AM,51.29217333,2.63152167,,DGPS,08:03:20,34591.77778,15.82955556,3.266666667,5.788888889,2.183333333,,,,,,,,,0001_20201005_080301,2020-10-05 08:03:20,0.5499092495636928,0.5656253501508347,,-5.204374649849165,-5.77,21.19076942234887,107.22059954550814,167.71323838779244,4.30616867843239,299.8649184352457,278.67414901289686,14.1507329185977,2.106404832921693,3.2836581913868916,0.04243073,16.962709,8.369309,2.4182195,0.481897286817676,3.138039312646166,100.51719000729312,273.0,85.2,7.11,-0.791946051801231,2.8241927314958217
