Volume conc (microl/l) 1,Volume conc (microl/l) 2,Volume conc (microl/l) 3,Volume conc (microl/l) 4,Volume conc (microl/l) 5,Volume conc (microl/l) 6,Volume conc (microl/l) 7,Volume conc (microl/l) 8,Volume conc (microl/l) 9,Volume conc (microl/l) 10,Volume conc (microl/l) 11,Volume conc (microl/l) 12,Volume conc (microl/l) 13,Volume conc (microl/l) 14,Volume conc (microl/l) 15,Volume conc (microl/l) 16,Volume conc (microl/l) 17,Volume conc (microl/l) 18,Volume conc (microl/l) 19,Volume conc (microl/l) 20,Volume conc (microl/l) 21,Volume conc (microl/l) 22,Volume conc (microl/l) 23,Volume conc (microl/l) 24,Volume conc (microl/l) 25,Volume conc (microl/l) 26,Volume conc (microl/l) 27,Volume conc (microl/l) 28,Volume conc (microl/l) 29,Volume conc (microl/l) 30,Volume conc (microl/l) 31,Volume conc (microl/l) 32,Volume conc (microl/l) 33,Volume conc (microl/l) 34,Volume conc (microl/l) 35,Volume conc (microl/l) 36,TVC_recal,Laser transmission Sensor [mW],Supply voltage in calibrated units [V],External Auxiliary input 1 in calibrated units [mW],Laser Reference sensor in calibrated units [mW],Depth in calibrated units [m],Temperature in calibrated units [C],year,Month,day,hour,minute,second,DATE,TIME,DATE  & Time (format gps),External Auxiliary input 2 in calibrated units [mW],Sauter Mean Diameter [?],Total Volume Concentration [ppm],Relative Humidity [%],Accelerometer X [counts],Accelerometer Y [counts],Accelerometer Z [counts],Raw pressure (most sign bit),Raw pressure (least sign 16 bits),Ambient light (counts),Not used,Computed optical transmission over path,Beam-attenuation (c) [m-1].,Current Time,Latitude_ship,Longitude_ship,Speed Over Ground,GPSfix,Row Labels,Average of Salinity,Average of Temperature_C,Average of Turbidity_NTU,Average of Depth_m,Average of Chlorohyll_ug_L,Time,VPR lat,VPR long,VPR depth,majoraxis,minoraxis,angle,devz,linename,datetime,waterniveau LAT,waterniveau LAT smooth,Sonarscope LAT correction,Lisst_depth_m_LAT,inverted Depth in calibrated units [m],D10,D50,D75-D25,D75/D25,D90,D90-D10,D90/D10,Krumbein(Qd),PSD_slope,"TVC_(0.0, 3.0]","TVC_(20.0, 200.0]","TVC_(200.0, 420.0]","TVC_(3.0, 20.0]",Trask(So),kurtosis_geom_um,mean_geom_um,mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,skewness_geom_um,sorting_geom_um
0.0,0.0,0.0,0.0032,0.046,0.0764,0.0212,0.0088,0.0185,0.0386,0.0463,0.0537,0.0573,0.0585,0.0453,0.0284,0.0157,0.0123,0.0106,0.0155,0.0226,0.0637,0.2863,1.3453,3.3704,4.5846,4.0315,3.2606,3.1524,3.6615,4.4195,4.7016,3.6793,1.6916,0.3393,0.0367,39.2032,1.0117,11.13,0.075,1.0004,0.14,-5.0,2021.0,7.0,9.0,9.0,48.0,20.0,7/9/2021,9:48:20 AM,7/09/2021 9:48:20,6.554,136.91,39.2034,47.0,2369.0,2714.0,3209.0,0.0,23235.0,5649.0,0.0,0.855,6.288,9:48:20 AM,51.27717302,2.61396167,0.5,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:20,3.3099999999999956,3.2689358540752265,,3.1289358540752263,-0.14,66.34557300124342,132.4720056823704,115.59338340562512,2.3778824727843113,250.42681282664117,184.08123982539774,3.774582108469359,1.2496774114160587,2.961202014382276,0.1256,28.236800000000002,10.4485,0.3923,0.648492275152525,10.782570195305201,137.1174444462748,230.0,85.2,3.11,11.7,,,-1.698996849322931,1.8336825154297243
0.0,0.0,0.0,0.0036,0.0521,0.0742,0.0169,0.0065,0.0147,0.0342,0.0459,0.0596,0.0661,0.0667,0.0485,0.0279,0.0143,0.0107,0.0089,0.0134,0.0199,0.059,0.2814,1.3788,3.4856,4.6561,3.9797,3.1656,3.0765,3.6215,4.446,4.8431,3.8797,1.7966,0.3539,0.037,39.6446,1.0042,11.14,0.075,0.9992,0.12,-5.0,2021.0,7.0,9.0,9.0,48.0,21.0,7/9/2021,9:48:21 AM,7/09/2021 9:48:21,6.554,137.61,39.6449,47.0,2364.0,2713.0,3200.0,0.0,23233.0,5660.0,0.0,0.849,6.539,9:48:21 AM,51.2771727,2.61396383,0.1,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:21,3.203999999999996,3.269208656971779,,3.149208656971779,-0.12,66.21599931909974,133.8916561670753,118.1574786040445,2.413401879268031,252.38898804471245,186.1729887256127,3.8116012842822395,1.2710681728894055,2.940556040682438,0.12990000000000002,28.2031,10.9103,0.4013,0.6437024716548332,10.541130438069485,137.82562801920375,230.0,85.2,3.11,11.7,,,-1.6731815410155113,1.840507545765877
0.0,0.0,0.0,0.0044,0.0544,0.075,0.0181,0.0069,0.0149,0.033,0.0424,0.0556,0.0624,0.0633,0.0464,0.0269,0.0139,0.0104,0.0088,0.013,0.0191,0.0566,0.2719,1.3552,3.499,4.7383,4.0443,3.1639,3.0185,3.5422,4.3945,4.8789,4.0273,1.9463,0.4057,0.0451,39.9566,1.0063,11.12,0.075,0.9992,0.12,-5.0,2021.0,7.0,9.0,9.0,48.0,22.0,7/9/2021,9:48:22 AM,7/09/2021 9:48:22,6.554,138.54,39.9567,47.0,2367.0,2714.0,3206.0,0.0,23233.0,5663.0,0.0,0.851,6.458,9:48:22 AM,51.27717277,2.61396417,0.1,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:22,3.2739999999999965,3.269470291090938,,3.149470291090938,-0.12,66.4526319221124,134.54404853966744,120.14406199833115,2.4350315838378522,255.04520741498578,188.59257549287338,3.838000091763384,1.2839404850594582,2.925834969914143,0.1338,28.1357,11.3033,0.3838,0.6408371800479455,10.499380756550053,138.76735763569977,230.0,85.2,3.11,11.7,,,-1.6507950189195866,1.8432877911827916
0.0,0.0,0.0,0.0037,0.0502,0.0725,0.0178,0.0071,0.0156,0.035,0.0447,0.0568,0.0626,0.0638,0.0469,0.0267,0.0134,0.0097,0.008,0.0119,0.0175,0.0526,0.2619,1.343,3.4903,4.7181,4.0499,3.2065,3.0782,3.5964,4.3967,4.7479,3.7717,1.751,0.3523,0.0379,39.418299999999995,1.0104,11.14,0.075,0.9998,0.13,-5.0,2021.0,7.0,9.0,9.0,48.0,23.0,7/9/2021,9:48:23 AM,7/09/2021 9:48:23,6.554,137.12,39.4182,47.0,2367.0,2714.0,3216.0,0.0,23234.0,5668.0,0.0,0.854,6.319,9:48:23 AM,51.27717193,2.61396583,0.5,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:23,3.434,3.269732773158552,,3.1397327731585523,-0.13,66.39507841034855,132.4133754194174,117.04602853295144,2.40179123506901,251.55158914362107,185.1565107332725,3.788708367643308,1.2641107566972476,2.941418970958549,0.1264,28.2407,10.6608,0.3904,0.6452564763572708,10.617166770307186,137.3307049510112,230.0,85.2,3.11,11.7,,,-1.6627103285018177,1.8336282227259253
0.0,0.0,0.0,0.0042,0.051,0.0738,0.0197,0.0082,0.0169,0.0352,0.0443,0.0551,0.0609,0.0628,0.0472,0.0277,0.0143,0.0106,0.0089,0.0132,0.0193,0.0571,0.2738,1.3532,3.4782,4.7011,4.0359,3.19,3.0565,3.5711,4.3958,4.8448,4.0018,1.9741,0.4307,0.0505,39.9879,1.009,11.14,0.075,0.9998,0.14,-5.0,2021.0,7.0,9.0,9.0,48.0,24.0,7/9/2021,9:48:24 AM,7/09/2021 9:48:24,6.554,138.7,39.9876,47.0,2365.0,2715.0,3214.0,0.0,23235.0,5680.0,0.0,0.853,6.373,9:48:24 AM,51.27717085,2.61396883,0.3,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:24,3.3339999999999916,3.2700137122853525,,3.1300137122853524,-0.14,66.4800860085638,134.7047104185381,119.97527416629048,2.430137068220673,255.53666331373242,189.05657730516862,3.8438076521263045,1.2810376891665682,2.9298684782555067,0.129,28.1647,11.3019,0.3923,0.6414822074154517,10.45178760432117,138.93074677544217,230.0,85.2,3.11,11.7,,,-1.6467902817158795,1.8441344112194307
0.0,0.0,0.0,0.0037,0.0506,0.0743,0.0188,0.0077,0.0166,0.0363,0.0465,0.0567,0.0616,0.0624,0.0465,0.0272,0.0141,0.0105,0.0087,0.013,0.0191,0.0569,0.2746,1.3577,3.4529,4.6465,4.0077,3.1879,3.0617,3.5964,4.4622,4.9239,4.0194,1.9167,0.3934,0.0425,39.97469999999999,1.0063,11.14,0.075,0.9992,0.12,-5.0,2021.0,7.0,9.0,9.0,48.0,25.0,7/9/2021,9:48:25 AM,7/09/2021 9:48:25,6.554,138.8,39.9747,47.0,2372.0,2714.0,3206.0,0.0,23232.0,5694.0,0.0,0.851,6.458,9:48:25 AM,51.2771711,2.6139705,0.2,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:25,3.1579999999999937,3.270299457088432,,3.150299457088432,-0.12,66.49678533231636,135.37516712141658,119.61557100680491,2.4225308902044986,254.50802848967447,188.0112431573581,3.827373416891894,1.2765150618676881,2.9369820969403984,0.1286,28.1558,11.2959,0.3944,0.6424884699107781,10.531312523232499,139.0255727404633,230.0,85.2,3.11,11.7,,,-1.6689036746064183,1.8416715264642596
0.0,0.0,0.0,0.0038,0.0501,0.0758,0.0197,0.0076,0.0159,0.034,0.0425,0.0544,0.0611,0.0633,0.0469,0.027,0.0136,0.01,0.0084,0.013,0.0197,0.0591,0.2819,1.3683,3.4654,4.6796,4.032,3.1973,3.0655,3.5796,4.4169,4.8905,4.0417,1.978,0.4225,0.0481,40.093199999999996,1.0076,11.12,0.075,0.9992,0.12,-5.0,2021.0,7.0,9.0,9.0,48.0,26.0,7/9/2021,9:48:26 AM,7/09/2021 9:48:26,6.554,138.92,40.0931,47.0,2366.0,2714.0,3203.0,0.0,23233.0,5703.0,0.0,0.852,6.403,9:48:26 AM,51.27717157,2.613972,0.3,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:26,3.227999999999994,3.270566527900447,,3.150566527900447,-0.12,66.47450034722915,135.11944529061174,120.13400542117672,2.4300084003209474,255.5167186675532,189.04221832032403,3.8438306017023542,1.2809613011069518,2.9246737535749734,0.1297,28.1967,11.3808,0.386,0.6414991902941461,10.442898916867398,139.1549708092909,230.0,85.2,3.11,11.7,,,-1.644145058238151,1.8420261941597653
0.0,0.0,0.0,0.0083,0.0668,0.0779,0.0204,0.0082,0.0153,0.0294,0.0382,0.0507,0.06,0.0641,0.0504,0.0312,0.0171,0.0131,0.0114,0.0167,0.0243,0.0678,0.2934,1.3332,3.3777,4.6475,4.0793,3.2652,3.1307,3.6208,4.4008,4.8297,4.043,2.0799,0.4918,0.0662,40.33050000000001,1.0104,11.13,0.075,0.9992,0.12,-5.0,2021.0,7.0,9.0,9.0,48.0,27.0,7/9/2021,9:48:27 AM,7/09/2021 9:48:27,6.554,139.27,40.3305,47.0,2359.0,2713.0,3212.0,0.0,23233.0,5595.0,0.0,0.854,6.295,9:48:27 AM,51.27717093,2.61397467,0.5,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:27,3.457999999999998,3.270827105006285,,3.150827105006285,-0.12,66.62363391670705,135.47402562439657,120.28048528573485,2.4238886015761536,257.3219523649669,190.69831844825984,3.862322380773632,1.2773233961513424,2.9188566063912056,0.153,28.2819,11.5106,0.385,0.642308503700824,10.835681607720337,139.50937102528025,230.0,85.2,3.11,11.7,,,-1.7081983703821009,1.8561125871457482
0.0,0.0,0.0,0.0017,0.0393,0.0782,0.0198,0.0076,0.0179,0.0418,0.0512,0.058,0.0609,0.0619,0.0473,0.0288,0.0149,0.0113,0.0093,0.0139,0.0204,0.0584,0.2658,1.282,3.297,4.5876,4.0357,3.2421,3.1469,3.6957,4.5065,4.7962,3.6661,1.5856,0.2832,0.0256,39.05859999999999,1.0076,11.13,0.075,0.9998,0.12,-5.0,2021.0,7.0,9.0,9.0,48.0,28.0,7/9/2021,9:48:28 AM,7/09/2021 9:48:28,6.554,137.01,39.0584,47.0,2367.0,2715.0,3214.0,0.0,23233.0,5646.0,0.0,0.852,6.427,9:48:28 AM,51.27716965,2.6139775,0.3,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:28,3.4079999999999937,3.271110550447919,,3.151110550447919,-0.12,66.69637554857631,133.1567430753528,114.76334431135778,2.362158924250322,248.49799375336744,181.8016182047911,3.725809561756191,1.2401060314221057,2.930509736893277,0.1192,28.172600000000003,10.3567,0.4101,0.6506470175063307,10.860135991534213,137.2089228391894,230.0,85.2,3.11,11.7,,,-1.7302408209683513,1.827385801024172
0.0,0.0,0.0,0.0026,0.0453,0.079,0.0203,0.0077,0.0168,0.0372,0.0455,0.0555,0.0613,0.0649,0.0508,0.0315,0.0167,0.0128,0.0108,0.0162,0.024,0.067,0.2875,1.302,3.2603,4.5289,4.021,3.2498,3.1545,3.6907,4.5025,4.8358,3.7917,1.7312,0.3385,0.0347,39.39500000000001,1.0104,11.13,0.075,1.0004,0.14,-5.0,2021.0,7.0,9.0,9.0,48.0,29.0,7/9/2021,9:48:29 AM,7/09/2021 9:48:29,6.554,137.96,39.395,47.0,2376.0,2716.0,3202.0,0.0,23236.0,5707.0,0.0,0.853,6.342,9:48:29 AM,51.27716963,2.61397883,0.1,RTK       ,,,,,,,,,,,,,,,,2021-07-09 09:48:29,3.1870000000000003,3.2714107410896793,,3.131410741089679,-0.14,66.65491655473264,134.5382570394392,116.3762163641345,2.3757325772161897,251.26837086255964,184.613454307827,3.769689977126212,1.2483724492542478,2.9592985354233567,0.1269,28.128,10.7319,0.4082,0.6487856321173555,10.785609629882565,138.17397640750727,230.0,85.2,3.11,11.7,,,-1.7223923863152488,1.8358647119562093
