Volume conc (microl/l) 1,Volume conc (microl/l) 2,Volume conc (microl/l) 3,Volume conc (microl/l) 4,Volume conc (microl/l) 5,Volume conc (microl/l) 6,Volume conc (microl/l) 7,Volume conc (microl/l) 8,Volume conc (microl/l) 9,Volume conc (microl/l) 10,Volume conc (microl/l) 11,Volume conc (microl/l) 12,Volume conc (microl/l) 13,Volume conc (microl/l) 14,Volume conc (microl/l) 15,Volume conc (microl/l) 16,Volume conc (microl/l) 17,Volume conc (microl/l) 18,Volume conc (microl/l) 19,Volume conc (microl/l) 20,Volume conc (microl/l) 21,Volume conc (microl/l) 22,Volume conc (microl/l) 23,Volume conc (microl/l) 24,Volume conc (microl/l) 25,Volume conc (microl/l) 26,Volume conc (microl/l) 27,Volume conc (microl/l) 28,Volume conc (microl/l) 29,Volume conc (microl/l) 30,Volume conc (microl/l) 31,Volume conc (microl/l) 32,Volume conc (microl/l) 33,Volume conc (microl/l) 34,Volume conc (microl/l) 35,Volume conc (microl/l) 36,TVC_recal,Laser transmission Sensor [mW],Supply voltage in calibrated units [V],External Auxiliary input 1 in calibrated units [mW],Laser Reference sensor in calibrated units [mW],Depth in calibrated units [m],Temperature in calibrated units [C],year,Month,day,hour,minute,second,DATE,TIME,DATE  & Time (format gps),External Auxiliary input 2 in calibrated units [mW],Sauter Mean Diameter [?],Total Volume Concentration [ppm],Relative Humidity [%],Accelerometer X [counts],Accelerometer Y [counts],Accelerometer Z [counts],Raw pressure (most sign bit),Raw pressure (least sign 16 bits),Ambient light (counts),Not used,Computed optical transmission over path,Beam-attenuation (c) [m-1].,Current Time,Latitude_ship,Longitude_ship,Speed Over Ground,GPSfix,Row Labels,Average of Salinity,Average of Temperature_C,Average of Turbidity_NTU,Average of Depth_m,Average of Chlorohyll_ug_L,Time,VPR lat,VPR long,VPR depth,majoraxis,minoraxis,angle,devz,linename,datetime,waterniveau LAT,waterniveau LAT smooth,Sonarscope LAT correction,Lisst_depth_m_LAT,inverted Depth in calibrated units [m],D10,D50,D75-D25,D75/D25,D90,D90-D10,D90/D10,Krumbein(Qd),PSD_slope,"TVC_(0.0, 3.0]","TVC_(20.0, 200.0]","TVC_(200.0, 420.0]","TVC_(3.0, 20.0]",Trask(So),kurtosis_geom_um,mean_geom_um,mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,skewness_geom_um,sorting_geom_um
0.0,0.0,0.0,0.0,0.0,0.0037,0.0851,0.6309,0.6125,0.0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.1323,0.8511,2.5792,3.8956,4.2963,5.2228,7.7128,11.5522,12.9774,6.8178,0.9336,0.0333,58.412299999999995,1.024,10.91,0.075,0.9968,0.07,-5.0,2021.0,7.0,9.0,12.0,21.0,56.0,7/9/2021,12:21:56 PM,7/09/2021 12:21:56,6.554,189.27,58.4123,47.0,2378.0,2719.0,3210.0,0.0,23225.0,33196.0,0.0,0.868,5.664,12:21:56 PM,51.17140578,2.629144,0.7,RTK       ,,,,,,,2021-07-09 12:21:56+00:00,,,,,,,,,2021-07-09 12:21:56,4.924000000000003,4.9378550755022035,4.981870100984423,4.867855075502203,-0.07,104.77108749558867,203.85617129759552,102.99962338896432,1.7031120539287168,286.65924442339093,181.88815692780224,2.7360529634233353,0.7681733582866066,3.485179705690858,0.0037,24.7014,32.314299999999996,1.3929,0.7662639405076213,21.625483350670756,189.81299591823725,273.0,4.33,,,,,-3.8942791489603805,1.969311947301926
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942,0.7825,0.3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.096,0.7044,2.3152,3.7047,4.3514,5.6727,8.6468,11.8092,9.6568,2.6347,0.1168,0.0,50.9432,1.0247,10.92,0.075,0.9968,0.05,-5.0,2021.0,7.0,9.0,12.0,21.0,57.0,7/9/2021,12:21:57 PM,7/09/2021 12:21:57,6.554,179.13,50.9432,47.0,2371.0,2719.0,3218.0,0.0,23221.0,34425.0,0.0,0.869,5.637,12:21:57 PM,51.17140703,2.6291495,0.9,RTK       ,,,,,,,2021-07-09 12:21:57+00:00,,,,,,,,,2021-07-09 12:21:57,5.0240000000000045,4.937618619446973,4.982003975724572,4.8876186194469735,-0.05,104.38294646524741,190.33213973687796,87.60653893082304,1.619815604924797,261.88109175267203,157.49814528742462,2.5088493917908425,0.6958295902692897,3.4513232707103914,0.0,25.4979,24.2175,1.2278,0.7857189194734066,22.312002391279755,179.422437564677,230.0,5.11,,,,,-3.9921616528255486,1.8977666096160868
0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.2306,0.8647,0.2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0972,0.7102,2.3446,3.7605,4.3712,5.5857,8.4253,11.8439,10.5275,3.3613,0.1941,0.0019,52.5471,1.022,10.91,0.075,0.9963,0.07,-5.0,2021.0,7.0,9.0,12.0,21.0,58.0,7/9/2021,12:21:58 PM,7/09/2021 12:21:58,6.554,180.6,52.547,47.0,2366.0,2713.0,3226.0,0.0,23225.0,35124.0,0.0,0.867,5.72,12:21:58 PM,51.1714083,2.62915667,1.1,RTK       ,,,,,,,2021-07-09 12:21:58+00:00,,,,,,,,,2021-07-09 12:21:58,4.934000000000001,4.937396846228849,4.982137850464721,4.867396846228849,-0.07,104.49034882258218,193.67122131488824,91.38034382434029,1.6426316633208815,265.5590399537921,161.0686911312099,2.541469551457753,0.7160090128047023,3.798505422328976,0.0,25.3016,25.9287,1.3168,0.7802430430026622,21.780801392080328,180.93355995784904,230.0,5.11,,,,,-3.9564579309137033,1.933348524486644
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456,0.8353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0862,0.6516,2.2131,3.5955,4.2972,5.8125,9.0057,11.4539,7.3763,1.2161,0.0222,0.0,46.717299999999994,1.024,10.91,0.075,0.9968,0.06,-5.0,2021.0,7.0,9.0,12.0,21.0,59.0,7/9/2021,12:21:59 PM,7/09/2021 12:21:59,6.554,176.18,46.7171,47.0,2371.0,2715.0,3221.0,0.0,23223.0,37008.0,0.0,0.868,5.664,12:21:59 PM,51.17140935,2.629164,0.9,RTK       ,,,,,,,2021-07-09 12:21:59+00:00,,,,,,,,,2021-07-09 12:21:59,4.834,4.937178506279338,4.982271725204869,4.877178506279338,-0.06,104.43793770972243,183.45471989862182,80.86057336556479,1.5808894077095887,252.0667957180338,147.62885800831137,2.41355585188435,0.6607364464252155,3.565266862011944,0.0,25.6679,20.0685,0.9809,0.7953334625956634,24.067268718900387,176.38398390367246,230.0,6.03,,,,,-4.094070519342399,1.7965312168287724
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.4099,0.8049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.078,0.6188,2.175,3.6591,4.4165,5.82,8.8229,11.453,7.9219,1.5144,0.0362,0.0,47.7417,1.0254,10.92,0.075,0.9968,0.06,-5.0,2021.0,7.0,9.0,12.0,22.0,0.0,7/9/2021,12:22:00 PM,7/09/2021 12:22:00,6.554,174.53,47.7416,47.0,2377.0,2721.0,3212.0,0.0,23223.0,37153.0,0.0,0.869,5.611,12:22:00 PM,51.17141065,2.6291695,0.7,RTK       ,,,,,,,2021-07-09 12:22:00+00:00,,,,,,,,,2021-07-09 12:22:00,4.886000000000005,4.936949057981073,4.982405599945018,4.876949057981073,-0.06,104.10919425697224,184.4229699029006,83.19839823799441,1.599499000122569,254.6089837514793,150.49978949450704,2.445595565008688,0.6776200905975931,3.479932361985279,0.0,25.5953,20.9255,1.2208999999999999,0.7906932176108675,21.75808045779503,174.75344522554965,230.0,6.03,,,,,-3.9708267331199285,1.888034609716023
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.2142,1.0401,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0663,0.5706,2.0977,3.593,4.4141,5.954,9.0592,11.3394,7.2387,1.2073,0.0233,0.0,46.8239,1.024,10.91,0.075,0.9957,0.06,-5.0,2021.0,7.0,9.0,12.0,22.0,1.0,7/9/2021,12:22:01 PM,7/09/2021 12:22:01,6.554,172.74,46.8241,47.0,2378.0,2722.0,3209.0,0.0,23223.0,37168.0,0.0,0.869,5.617,12:22:01 PM,51.17141228,2.62917517,0.9,RTK       ,,,,,,,2021-07-09 12:22:01+00:00,,,,,,,,,2021-07-09 12:22:01,4.966000000000003,4.936713925888898,4.982539474685167,4.8767139258888985,-0.06,104.21969176048646,182.46432225056694,80.93141597972397,1.5844165648201,251.57544169188077,147.3557499313943,2.4138954687185357,0.663951689578401,2.8807154968422544,0.0,25.7587,19.808699999999998,1.2565000000000002,0.794447701514981,21.316955657078204,172.9391585739034,230.0,6.03,,,,,-3.9558885322236725,1.8943053746382037
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1803,1.0694,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0738,0.6067,2.1402,3.5909,4.388,5.9122,8.974,11.2477,7.2205,1.1996,0.0227,0.0,46.6316,1.0254,10.92,0.075,0.9957,0.06,-5.0,2021.0,7.0,9.0,12.0,22.0,2.0,7/9/2021,12:22:02 PM,7/09/2021 12:22:02,6.554,172.48,46.6316,47.0,2368.0,2719.0,3223.0,0.0,23223.0,37184.0,0.0,0.87,5.563,12:22:02 PM,51.17141363,2.629182,1.0,RTK       ,,,,,,,2021-07-09 12:22:02+00:00,,,,,,,,,2021-07-09 12:22:02,4.946,4.9364850054372384,4.982673349425316,4.876485005437239,-0.06,103.74512695077226,182.27442059872803,81.44248122806684,1.5903488400757204,251.5888859177057,147.84375896693345,2.4250670206137612,0.6693432527093881,2.903501471860639,0.0,25.6902,19.6905,1.2509,0.7929646037490091,21.1656757319259,172.67035232986268,230.0,6.03,,,,,-3.934564344634253,1.8940931476438148
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1934,1.091,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0704,0.5782,2.0705,3.5585,4.4436,6.039,9.1649,11.4009,7.2036,1.175,0.0219,0.0,47.0163,1.0206,10.92,0.075,0.9951,0.05,-5.0,2021.0,7.0,9.0,12.0,22.0,3.0,7/9/2021,12:22:03 PM,7/09/2021 12:22:03,6.554,172.41,47.0163,46.0,2366.0,2714.0,3229.0,0.0,23221.0,37177.0,0.0,0.867,5.727,12:22:03 PM,51.1714147,2.62918867,0.8,RTK       ,,,,,,,2021-07-09 12:22:03+00:00,,,,,,,,,2021-07-09 12:22:03,4.925999999999997,4.936263436145334,4.982807224165465,4.8862634361453345,-0.05,104.27658383443774,182.26003317748308,80.40780987387498,1.5797638500471587,251.15872285754645,146.88213902310872,2.4085821919168042,0.6597089142070063,2.9059453825943997,0.0,25.929299999999998,19.8014,1.2856,0.7956167436306112,21.11828398134928,172.5969734944908,230.0,6.03,,,,,-3.9465359912808804,1.9007470822371477
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1946,1.0982,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0636,0.5538,2.0829,3.6363,4.4652,5.9403,8.9573,11.2549,7.2499,1.2146,0.0233,0.0,46.73989999999999,1.0247,10.91,0.075,0.9968,0.05,-5.0,2021.0,7.0,9.0,12.0,22.0,4.0,7/9/2021,12:22:04 PM,7/09/2021 12:22:04,6.554,172.18,46.7397,47.0,2374.0,2716.0,3219.0,0.0,23222.0,37173.0,0.0,0.869,5.637,12:22:04 PM,51.17141498,2.6291945,0.8,RTK       ,,,,,,,2021-07-09 12:22:04+00:00,,,,,,,,,2021-07-09 12:22:04,4.849,4.936040752733838,4.982941098905614,4.886040752733838,-0.05,104.12626429530633,182.2448601001161,81.56021332826916,1.5914312431341984,251.700610791616,147.57434649630966,2.41726343007738,0.6703248275160121,2.907391963359963,0.0,25.7031,19.7427,1.2941,0.7926948926606577,20.872543795056117,172.37321417402575,230.0,6.03,,,,,-3.9215763234866374,1.907681121133459
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.2136,1.0767,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0708,0.5855,2.0979,3.586,4.4192,5.9329,8.9825,11.3111,7.3978,1.2923,0.027,0.0,46.99979999999999,1.0247,10.9,0.075,0.9957,0.05,-5.0,2021.0,7.0,9.0,12.0,22.0,5.0,7/9/2021,12:22:05 PM,7/09/2021 12:22:05,6.554,172.66,46.9997,47.0,2379.0,2724.0,3208.0,0.0,23222.0,37174.0,0.0,0.87,5.59,12:22:05 PM,51.17141513,2.6292005,0.8,RTK       ,,,,,,,2021-07-09 12:22:05+00:00,,,,,,,,,2021-07-09 12:22:05,4.844000000000001,4.9358061139136495,4.9830749736457625,4.88580611391365,-0.05,104.0426719709972,182.80752602891044,81.60946292612425,1.5895270587261354,252.43355965719203,148.39088768619484,2.426250257467052,0.6685975758705012,2.8852909936070823,0.0,25.679000000000002,20.0282,1.2926000000000002,0.7931695575797506,20.907768919449666,172.85887440735144,230.0,6.03,,,,,-3.9210685805559002,1.9072226175010443
